text,label
"Film fails to capture the magic. The quality of filming is so poor, the beauty of the music and the singer are lost. I saw the ""30's version of this as a child, and I wish I could get that....this was a real disappointment. Munsel sings beautifully, but the film itself is boring, and the quality is poor. Unless you really, really love Munsel and the music, don't buy this film.",negative
"A timeless classic. The One Hundred Years of Solitude by Gabriel Garcia Marquez is one of the most interesting novel I have ever read. First it starts with a married couple who are counsins, afraid that they will have a child with a pig tail, a myth about what happens when you marry close relations. This novel has the most confusing set of characters with the same name carried on from generation to generation. And this novel has some of the most interesting events that you will ever read. As you read this novel, you can actually see each charactrer falling into their life of solitude, one by one.This novel is very good, and I highly recommend it.",positive
"When you need orgainzation, this really helps. The Executive Job-Changing Workbook by John Lucht is a Companion to Rites of Passage. It has numerous forms that are very useful in organizing a job search. It is clear, easily usable, and helps one control the organization of a varied job search. It is very cleaverly designed to take apart so that you can take one section in a briefcase on interviews. This helps recording and tracking search letters, phone calls, interviews, and thank you letters. A great help in a time consuming process.",positive
"A Necessity for any Lovebird Owner. Do not purchase a Lovebird until you read this book! This book is filled with important information. There is so much that I would have been completely ignorant to if I had not purchased this book. It helped my find the right cage, told me about dangerous toys, first aid, different species, etc. This book contains everything, if you only want to buy one book on lovebirds, make it this one. This book talks about things you would never think of, it is truly a wonderful and informative book. You can tell that the author loves lovebirds, and cares for their well-being. I am so impressed with this book, that if I decide to get another bird one day, I will turn to the same collection. I am looking forward to the arrival of my first baby lovebird, and because of this book, I feel confident and at ease that I can provide a safe and loving home for my bird.",positive
A while. Haven't seen a movie this good in a while. Loved the whole movie. I was in suspense while I was buying beer and had it on pause. I recommend this to anyone who needs a brain twisting thriller.,positive
"Prince Caspian. With More Action and Violence in The Chronicles of Narnia: Prince Caspian I would say this is one of the best Narnia Movies I have seen. I do wish it had more of adventure like the first movie.About 85% of the movie was one big battle. It doesn't beat The ""Lord of The Rings"" Trilogy in action, but it does have more creatures. As a movie critic for Prince Caspian, I give this 4 out of a possible 5 stars.",positive
"Regarding Tribute to REM String Quartet.. Wow, I just bought this CD and I was surprised to see how poorly reviewed it was. Actually, that is the primary reason for my participation in this review... to offer a positive and encouraging reason to purchase this compact disc. I found the music to be refreshing and beautiful and, despite what other reviews have said, found the musicians to be quite talented. It's a good CD to relax to, have a dinner party to, et cetera. It's not REM, don't expect to hear REM. It is, however, a string quartet who brings a refreshing twist to most of REM's popular songs.",positive
"A Republican Movie. This is one of the dumbest movies I have ever seen, not even ""stupid"" funny, the people that liked or loved this movie voted for Bush........The Presidential Inauguration of George Bush, now that was funny........The fact that people found this movie funny is simply amazing and reflects the lack of taste so prevalent in our society",negative
"Wack She ain't Michael. Janet Jackson works very hard.I will give her that But when she isn't biting Madonna, she is trying hard to be a 2nd tier Version of Her Brother which she will never be able to do.She can't sing& is a So-So Dancer.The Music&Production is what really has Her Name up in Lights in the First&Only Place.",negative
"Hate Burnout Paradise. I truly wish I would have checked reviews from my friends before trusting the critics on this game. I absolutely hate Burnout Paradise. I loved the games before this one but whoever did this one screwed the pooch. There are no set races you basically just wander aimlessly around a beautifully drawn city with no real goals of any kind. Quite often you'll accidently start a race only to realize too late you did and smash into something and lose.WTF reviewed this game, extremely drunk critics perhaps, that thought driving around and doing absolutely nothing else was the greatest game ever? If you love the Burnout Series just think about how the old games are and then play this game and you may hate is as much as I do. I stupidly bought the game new and paid full price.",negative
"Hard to Finish. I listened to the abridged audio CD version of this novel and it was so bad that I hardly wanted to finish it. The story might have been ok, but the performance by Debra Monk made the sheriff, Joanna Brady sound tired and weak and her husband a total wimp. Yuck!",negative
"Best Japanese Learning Book on the Market. The most comprehensive book available. It teaches you to read Japanese script, a cruial step no other book incorporates well. Two drawbacks: the occasional inclusion of new vocabulary without explanation, and the unavailability of the accompanying tapes. Fair warning, though -- it is a rigorous course, and one best done with a tutor -- and a classmate.",positive
"The best of Raymond Chandler. This book, contaning Chandlers later works, is perhaps the best collection of Chandler you can find. Sure, does not contain the better-known novels - The Big Sleep and Farewell my Lovely - but it does contain The Long Goodbye, which is not only Chandler's finest, but a great novel by any measure.Chandler lived a tough, hard-drinking life, and these later works came out of his mind with difficulty. But the quality of The Lady in the Lake and The Long Goodbye (The Little Sister is less memorable) make this collection essential.In addition, the book contains some essays and letters, including Chandler's writing on the mystery genre, which will interest any budding suspense author.In short, read this book! Read The Long Goodbye, then read it again. This is not just a great mystery, but it is also great literature.",positive
Oh how much I hated washing bibs!!!!!! THANK YOU PAMPERS. My daughter made a huge mess and I hated washing up those bibs after every meal. I brought bibsters the first time they were out and have been using ever since.I have some in my diaper bag. A few in the car(just in case)....One thing though the velcro does not stay on well.BUT LOVE THE BIBS ....oh yeah I put them on when I give my baby juice to drink... that cute pocket catches every little drop of liquid.,positive
"Please Don't Fall for the False Reviews. I purchased this product a year ago; looking back, however, I believe I fell victim to such great reviews... a little too great. Some posts goes from one month to the next. Others are posted a day apart with similar titles such as ""relief!"" or ""immediate relief!"" Ugh. I should have been more suspicious. Oh, and the product did nothing for my Tinea Versicolor. :(",negative
"Great, loved it. I am not a big book reader but THIS book held my interest at all times. Living in Albuquerque, NM it was exciting to read the names of restaurants, different locations, things that happen here in New Mexico and know exactly where they were and what it was about. As for the book, the authors did a great job capturing the essence of La Familia. The characters are so different and unique in their own way. A suspenseful mystery to the very end. Can't wait for the next one.",positive
"Shallow Characters. I was sorry to see a fresh new author with such potential resort to stereotyped shallow character development, especially of her lesbian characters. These charaters (or shall I say caricatures) make the story lose its believablity and will distance many readers whose understanding of or expeirence in gay/lesbian culture goes beyond what they have learned from Jerry Springer.",negative
"Time Tried. TRIANGLE is one of those movies I can take or leave. It tries very hard to be original in plot but ultimately fails to really impress me. The ""time paradox"" or ""time loop"" is decent enough, but the film really does not scare or move me. I have to lump it into that group of films which I'm not sure I'm glad to have seen or not. I will give the film credit for all the reflection shots of the main character. Seeing her as double or even triple images really foreshadows the film. The acting was reasonably solid for the most part, but the story itself seemed to hopelessly grind on to the end.",negative
Kodak digital camera. Easy to use and takes great shots. I recommend buying an extra card for extra pictures.,positive
"Buy It!. The first movie in the series is good, but, Road Warrior is better. but does that mean it`s bad? Heck no! This is actually one of the best of the sci-fi genre.It`s about this guy named Max, (duh!) who gets pissed at this motorcycle gang for killing his friend and family and seeks his hellish revenge.",positive
"FAHRENHEIT 451. Fahrenheit 451 in my mind is a very well-written book by Ray Bradbury. Sometimes this book did get very weird, but it all had a purpose towards the end of the book. The author of this book had a very good idea for a story like this and he wrote it very well.Guy Montag has had his job for ten years as a fireman, but books were for burning and the houses in which they were hidden. This man goes out on midnight, runs and watches pages become inflamed in fire. Then he meets a professor that tells him in the future when people could think, and then he realizes what he has to do.I enjoyed this book quite a bit and I would recommend this book for you if you like Science Fiction.",positive
"Legion: A Lesion on the movie industry!. Terry Farrell, Rick Springfield, Parker Stevenson, Corey Feldman are the ""headline"" actors in this flat and slow moving Sci-Fi Channel exclusive. None of them are directed to their potential in this excuse of an ""Aliens"" wannabe. Poor storyline also contributes. Only buy this if you are a deranged fan of one of the actors and you want to throw away a hundred bucks.",negative
"loved it,!. Beautifully written. The hopefullness underpining all the struggles of the mther and daughter explains alot about the immigrant experience at the turn of the last century.",positive
Ear Gels. None of them actually fit my ear or the other person I brought them for. They were way too big. If you have small ears don't purchase this item.,negative
"I've tried them all - this is the only one that helps me.... Don't get me wrong - it's not a cure or a perfect product. But - for such little money, if you suffer from tendinitis, this support can't be beat. I found it from a fellow golfer who said it was the only one that helped her. It has to do with the unique element that sort of digs into the arm.The great thing about it is not bulky. I too can where it sleeping or awake... If you've tried everything else, give it a shot...And of course RICE : Rest, Ice, Compression and Elevation",positive
"AWFUL, AWFUL, AWFUL. To say that this version of ""The Haunting"" lacks all of the understatment, subtlty, and nuance of the book is obvious. To say that it lacks logic, coherence, character, and good directing is even more obvious. Unfortunately, the film is not aimed at the intellectual crowd who are fans of Jackson's book, or the classic horror fans of the original movie. Instead, the filmmakers (one of whom is, in this case, the gloriously misguided Steven Spielberg) have aimed the story at the video game/music video crowd, sacrificing every nuance and plot element to the whirlwind of uninteresting and unmotivated special effects. In a house where anything can happen, nothing is frightening when it finally does.",negative
"Suck it Michael Bay. Boobies, explosions, and maybe the fight/transformation scenes would have been awesome with theater version basss/surround sound. A waste of time. Unless you're drunk. Then it's ok.",negative
"Seiltanzertraum. If you have lived in Germany, you would have heard about PUR. Their music is catchy with great lyrics and very easy to listen to - even my children (young and do not speak German) love the music. You do not have to understand a word of German to enjoy this CD and any one of their CD's. Best track in my opinion on this CD has got to be "" Hor Gut Zu""",positive
"So Corny.. First, I want to say I watched the entire season and have seen the entire series. This season was pitiful There were points that you laugh out loud from it being so stupid and corny. Nobody acts like they do and Jamie's character which was good in the 5th and 6th seasons has become stupid. The show isn't the same without Lucas and Peyton, it's just dumb. The writing is just terrible, worst show of the year. I've never seen anything so corny. The new characters are ok, but this show shouldn't be surviving without Lucas and Peyton because it is so pointless and stupid without them. Even without them, it's too bad the writers and producers couldn't make it interesting and dramatic. Instead it's full of games, messes, snowball fights, and stupidity. Don't waste your time or money. Try some of the shows like 90210, Gossip Girl, The Vampire Diaries, and others which would be way more worth your time and money.",negative
"excellent ..... Original - fun - breathless ... A film & a script very not conventional !! Great !! Not to miss ,,,,",positive
"Definitely the best from Oasis. What else is there to say? Before all the commercial success, unnecessary hype and unhealthy agitation around the band, this little gem rocked my stereo. Much less Beatles-influenced than their second album this one is also much more electric, filled with Noel's pentatonic solos, repetitive but fun, and cool seventies-sounding riffs. Anyhow, in my opinion, Oasis hasn't been able to surpass this LP yet and probably won't ever be able to. Start your collection here.",positive
"Fades Fast. Initial I loved this CD, but it didn't last. Soon the tracks started to grate and seem just a to predictable and calculated. Maybe I'm being unfair, I am comparing to Leftfields Leftism, which still sounds original and fresh 6 years on. Compared to them Moby is twiddling in the sandpit.",negative
"Capture the Room, Capture the View, Capture the Mood. This camera was purchased primarily for real estate use. Wide angle photos that capture the whole room, floor and ceiling even. I just too prom photos of my kids at the Hyatt Coconut Point in Bonita Springs, Florida. They've been asked by their friends if we hired a professional photographer. I'm pleased with the equipment and it is very easy to use - without even reading the manual :)",positive
"Nothing special about the special affects. Most of the time you can't tell what you're looking at, everything is so dark and gritty. There are explosions all the time, but I'm not sure why, as nothing seems to get damaged. The Transformers are garbage. Once again, new ones are introduced with no particular reason why I should care, and the movie is quite cavalier about killing fan favorites. The plot is thin (and ridiculous) and has huge plot holes. Bad guys are bad, but the good guys aren't particularly good anymore, as there are a ton of casualties that nobody seems to care about.This movie evoked nothing but a hatred of Michael Bay.",negative
Barely made it through. I finished this book only because I had to. Pages and pages describing a single grain of sand. Not for me.,negative
deja vu. I don't have anything to add to the other five-star reviews apart from this: I too received this book in 1979 or 80. I recently dug it out and gave it to my six year old son and he LOVES it. Evidently the passage of time and the advent of video games and digital animation has not dimmed this title's appeal.,positive
if interested in knowledge of the buddist religion; this is a must book. from start to finish it left you with knowledge and a possible desire to get in deeper. i read the entire book in only two sessions.,positive
"James Patterson proves himself yet again:). This was an amazing read. I started it at about two in the afternoon and did not put it down until I was finished. It is a nice reminder that the love we all crave is still out there, in some form. Whether it be in the heart of the author writing it or on the pages of a truly outstanding book. I would recommend this to anyone. It is not like any other James Patterson book I have read but he has proved to me that he can capture his audience with both suspense and romance.",positive
"This is a fairly worthless translation. I bought this for my daughters history class and when she was writing her paper , we discovered that this copy had no publisher, no date of publication , and when she called the company, they had no further info. She had to explain this to her very to the book instructor . I really think it should not be sold. Next time I will look more carefully when I shop for other than text books",negative
was it measured in cm instead of inches?!?. This dress got here about when it was promised but it did not fit at all. I had been measured at a dress shop so I know it wasn't my own error and there's NO WAY I got measured wrong by 8 inches! Just make sure you order bigger than you need.,negative
"Lord of the ""Salsa Kings 2""?. I don't know how it happened, but I opened up my DVD case to find a pretty DVD labeled ""Lord of the Wu Tang"" in color, started up the DVD and it played ""Salsa Kings 2"" instead of Jet Li's Lord of the Wu Tang. I've seen Lord of the Wu Tang by the way and it is a top notch cheesey sci fi Sunday morning karate flick with pull wires galore. The story line is classic as well and well worth any amount of sub title reading and convinced me the best chinese karate flicks are sub-titled. I've gotta contact Amazon about the switch that happened, hopefully it works out.",negative
"Classic literature everybody should read. This book is great history lesson, written with love and passion.Young people could learn many good things about relationship between woman and man.",positive
"Wow. I've always believed that great art is a piece where looking at it in awe, you say to yourself ""How could this be done by human hands?"" Dune is just that.",positive
Video and Audio Terrible. Chiefs is one of my all time favorites but the DVD I received had subpar Video and Audio. It appeared to be captured from an old VHS tape and I was unable to watch more than a few minutes of it. I was extremely disappointed with the product. There was a disclaimer in the product description but nothing to prepare me for the terrible quality of the video/audio. I returned it.,negative
"Piece of .... This phone is a piece of .... It beeps at people when you're on the phone, which causes a moment of silence. The battery is terrible! You can't talk on the phone for more than 20 minutes before the phone dies, even if it's been charged for 2 days. Do not buy this phone; you will be very disappointed.",negative
Slow performance. I got one of these set up with 4 1TB disk in raid 5 giving me a total og 2.7 TB datastorage. But it is very unstable especialy when handling large or many files +100 MB. The connection is lost and copying has to be restarted.Also streaming runs very slow.When using the build in PnP the mashine hangs and has to be restartet.It is sad as the specs are great.,negative
"Disappointed. Made for kindle fire,however words too small to read and they don't blow up like other children's books. I do not recommend",negative
"Monotonous and annoying. If you like thumping, loud, monotonous music, you may like this film better than I did. With all the hungry, talented musicians in the world, I would think this film maker could have found one that could provide decent music.Although I liked Potente in other films, it was difficult for me to find the characters interesting. Maybe I could forgive Lola for being in love, but her boyfriend seemed worthless.Yes, this film showed various futures that could have arisen from a single starting point. That is a good idea for a film, but I just think, in spite of the attempts at originality, the result did not bear fruit. For a more intelligent film about the possibilities arising from a situation, I think Rashomon would be a better way to spend your time.",negative
Works from 4 rooms away. Works from 4 rooms away and through several walls. Not as fast as maybe you would like but it works. 30 minute TV show might take 15 minutes. Typical movie will take longer...I clocked mine at about 40 minutes sometimes faster depending on the qulity you recorded the movie at...higher quality will certainly be a larger file and take longer. Leaves a copy of the origional on the tivo the file was transfered from. Also great not to have to have a phone line connected once you get this connected to your broadband network. I use a Linksys wireless B/G router and I have one Linksys wireless range extender which I am sure helped this thing reach 4 rooms away. Wish it were faster and had longer range ability but that is the limit of G/G wireless...we need N wireless and an N device from Tivo or whoever makes this for them.,positive
"I am surprised this book is endorsed by SUN. This book does not have any order, take a look at the chapter ""FILE I/O"", after reading that chapter the only program you can write and test is only a lame example of how to copy 2 files. After reading other books and references I found that explanation in this book about streams character-based and byte-based is totally confused and mixed, there is no explanation about high level or low level streams and everything is so confused if you have not done anything with Java. Other subject is Exceptions, how come 10 pages of text (with listing examples) is going to explain exceptions, just showing a chart of the class is not enough. I think this book does not help anybody who wants to learn Java or to someone who is doing some programming on java already , because there are better sources that this one.",negative
BEST HOCKEY GAME EVER!!. This is the best hockey game ever. You'll never want to stop. There is every team and player. Theres a mode were 2 people can play each other and you can just play the com. just for fun. There is also a franchise mode where you go threw as many seasons as you want. You can also trade players and sign free agents. Theres also a draft after each season. You can also set the difficilly level to any thing you want. Theres also a season mode where you can just go through only 1 season. Also theres a playoffs mode were you skip the season and go right to the playoffs. It has the best grafics too. The bad thing is that you can't create your own team like in NFL 2K3. I recremend this game to everyone...,positive
"Damon Runyon. The Omnibus is a collection of essential Runyon that, for some reason, doesn't seem to be in print. This is a crime! I was glad to find an affordable copy in good shape.",positive
"A fantastic fantasy - that just happens to be true!. Emma, the author's own daughter, wanted her own viking ship for her birthday. This wonderful book is an account of how the author came to have a viking ship in her backyard. Fantastic illustrations packed with surprises, this is a must for anyone who knows a special kid!",positive
"Hallmark Entertainment needs to join us in the 21st Century. It is extremely sad that Hallmark Entertainment has not realized that hard of hearing and deaf people need closed captioning to understand the product they are marketing. If they have realized this, then they obviously could care less about disabled people of any kind.",negative
"Gripping. This novel is an Opera, pure and simple.Granted it is not the easiest novel to read, and Hawthorne can be slightly repetitive with the metaphors, similes and analogies that sometimes go on for several lines. Not to mention you could probably read half of each chapter and still keep up with the plot.Nonetheless, the themes are so strong it is no wonder The Scarlett Letter has been deemed a classic. The story tackles the issues of how one deals with his/her sins, and how honesty, for some, comes at the price of great shame.The novel does take patience, but it moves along at a very neat pace. Had the novel been written with more scenes, and less exposition, it could have been even more gripping.I read the Reader's Digest edition, which comes with about 12 lovely illustrations, which capture the essence and the mood of the novel. So that was nice eye candy.Look out for the last three chapters - talk about a fall-to-the floor, clutching-at-the-heart climax; it's all here! Breathtaking!Enjoy.",positive
Poor Quality. The Book is old and discolored and is not the book you advertised when I see a product that is what I expect. The copy in the picture is what I expected. And this book is not new. The one in the picture is the collector edition. I did not want just any copy.,negative
"I usually don't care about effects, but they didn't know and. The Hobbit is a poorly drawn together picture. I'm no cheapskater when it comes to movies, but this was really low. The Spider scene was insanely disappointing. And it left out SO MUCH!!! It was loyal to the story, but that's not enough to save this lousuy movie. Hey, is it just me, but when the dwarf was telling his death wish thing, I coulldn't understand him because the background music was so loud. And the lighting sound effects was done by some guy. They were not detailed nor were they down to earth. I hated it.",negative
Not What it seems. I will never again buy an Eric Flint book without physically examining it. The two official reviews above make it look like a sequel; it is not.,negative
"They made us read it. I first read this book 30 years ago for a high school English class. I found it to be horrible. I recently read it a second time when my daughter read it for her English class. A thing of art may be a thing of beauty, but this book is a perpetual piece of trash! My daughter who has read hundreds of books says it is the second worst book she has ever read. English teachers please take note - this is not wine that gets better with age. It is more like stale beer.",negative
"Oh no.... One star is being generous, this is probably the worst film I have ever seen, and I've seen some pretty bad ones. I like B horror movies but this was WAY below that. It actually played out more like a gay porno movie than anything else with the blood ritual in black briefs? IF the movie were going for $4.99 I'd consider sending it to my cousin as a joke who loves zombie movies. But these weren't even zombies, they had grey makeup and looked kind of like the guys from V, the old movie/TV Show, but they didn't even have scales! It was just grey makeup! Do yourself a favor and run, don't walk, away from this film! Cooking with Porn stars was a better buy than this would be, and that movie was REALLY bad. I don't know who thought to sell it for $24, discounted to $22, but if they sell one at that price, it should just about cover the budget for the film with those ""special"" effects of the burnt zombies which were really piles of sand from down the beach on the same set.",negative
"Music Lover. I have been looking for this CD for years. We use to have it in cassette form and somehow lost it. It's a great CD for travelling, expecially in the Mountains.Thank you Amazon.com",positive
"Not a Fan. I have tried to read the ""whole"" of the book, but find that the book has too many ""holes"".For those who are interested in the Wiccan path, read Scott Cunningham as a start as he, and there are others, who explain and teach with great wisdom.I am sorry I am not s fan of hers, but I find her books more for teenagers and certainly they should not be reading Silverwolf without having read a proper authority on Wicca. Sadly, hers are the books that remind me too much of Halloween and all the kiddy behavior that sometimes follows.Please, save your money.",negative
"Great Science Fiction. I read books for ""escapism"" and for the pleasure of reading. I'm not a political or social scientist, so evaluating a work of fiction on that basis is meaningless to me.Simply put... It's a very good story that is both easy to read and hard to put down. I loved it.",positive
Disturb not the dream. I have read this book several times. Loved it everytime. Best book I have EVER read!,positive
Great Diapers :). I have been using diapers for my lil one for ten months now and I love pampers the most. One huge factor was the over night diaper was not leacking and another the gel that forms once the diaper is wet does not come out. When I used huggies the diaper felt very very wet and the gel was all over her bottom once she would wake up.,positive
damaged disk-multiple. I have received THREE copies of Weeds Season Four and they were all damaged (particularly disk 2). Trying a different computer or DVD player provided no improvement. At this point I have given up trying to get a decent replacement.,negative
"Wow, Great reception. I had an old Linksys WUSB11 connected to my Tivo series 2 to link it to my wireless network. It was slow as a dog! My signal strength hovered around 7 to 10% and often the Tivo would fail in it's attempts to download files. I just installed this Tivo G adaptor and my signal strength increased to 94%. Now my downloads are much, much faster! I don't know why I didn't upgrade before. Installation was a snap. I unplugged the old one and ran the new cable w/ this one. The WUSB11 uses a standard USB connector on both ends and this Tivo one uses a miniUSB on the device end and standard USB connector on the Tivo side. I went to the settings / network page on the Tivo and directed it to connect to my existing wireless network and it connected. The key thing is that I did NOT have to restart the Tivo or reset the network to get this to connect - it was very, very simple",positive
"Beware - Not Same As Pictured/Described. When purchasing this from Amazon Prime (not a third-party seller), the item that you will receive is not the Mega Playland, but rather the Megaland model. It has three compartments and two tunnels but is a a much different configuration. It can only be configured in an ""L"", not a straight line like the pictured Mega Playland model.",negative
"Mishap. Unfortunately I shall not be able to review the Macally Power Adapter. I did not pay due attention to the fact that the AC adaptor works with G3 iBook and G4 PowerBook only.I plugged it in with a G4 iBook , it made some complaining noises and it died. Maybe it would be proper to really WARN that it will NOT work with a G4 iBook in CAPITAL LETTERS.$40.- down the drain!",negative
"This book was dumb. I know that saying the book is dumb nullifies all the hard work put into it, but I just did not like it. Sure the main idea and a well written summary makes the book as a whole good, it doesn't help the actual context one bit which was very hard to follow and comprehend.",negative
"Sound bite literature. This book has about as much depth as a 30 second news story on the six o'clock news with even less fact. Obviously written to sell, not to illuminate the people it pretends to reveal. Come on, is this all that can be said about ""The Greatest Generation""? Any PBS program dealing with WWII is infinitely superior and informative.",negative
"Two Stars for a Couple of Yards. There's nothing wrong with this movie. Accept the fact that it's not a very good film.I give it two stars. There's a scene in the beginning when both boys get knocked over by old people driving cars. Old people. Driving. They can't see very well, so they knocked the kids over. There's about 1 minute of the film spent on this scene.Making fun of old people is so funny. I'm a sarcastic reviewer.",negative
Great for smoothing and repairing sensitive skin. Some days my skin is very oily and other days it is dry. I use this a few nights each week to even out troubled-looking areas. It is very gentle and leaves my face looking and feeling healthier in the morning.,positive
Count of Monte Cristo TOR Edition. The TOR Edition is full of typos. Do not buy this edition. These must be from the conversion from text to Kindle edition.,negative
