text1,text2,is_paraphrase,tfidf_cosine,char_jaccard
But he added group performance would improve in the second half of the year and beyond .,De Sole said in the results statement that group performance would improve in the second half of the year and beyond .,1,0.6665237385568138,0.6126126126126126
He told The Sun newspaper that Mr. Hussein 's daughters had British schools and hospitals in mind when they decided to ask for asylum .,""" Saddam 's daughters had British schools and hospitals in mind when they decided to ask for asylum -- especially the schools , "" he told The Sun .",1,0.7524942094775394,0.631578947368421
"Gyorgy Heizler , head of the local disaster unit , said the coach was carrying 38 passengers .","The head of the local disaster unit , Gyorgy Heizler , said the coach driver had failed to heed red stop lights .",0,0.5643244800057364,0.464
Rudder was most recently senior vice president for the Developer & Platform Evangelism Business .,"Senior Vice President Eric Rudder , formerly head of the Developer and Platform Evangelism unit , will lead the new entity .",0,0.38384270689834005,0.4
"As well as the dolphin scheme , the chaos has allowed foreign companies to engage in damaging logging and fishing operations without proper monitoring or export controls .",Internal chaos has allowed foreign companies to set up damaging commercial logging and fishing operations without proper monitoring or export controls .,0,0.5214695146815421,0.6358381502890174
"Sheena Young of Child , the national infertility support network , hoped the guidelines would lead to a more "" fair and equitable "" service for infertility sufferers .","Sheena Young , a spokesman for Child , the national infertility support network , said the proposed guidelines should lead to a more "" fair and equitable "" service for infertility sufferers .",1,0.7735612701884441,0.7428571428571429
""" I think you 'll see a lot of job growth in the next two years , "" he said , adding the growth could replace jobs lost .",""" I think you 'll see a lot of job growth in the next two years , "" said Mankiw .",0,0.7092947219700764,0.6106194690265486
"The new Finder puts a user 's folders , hard drive , network servers , iDisk and removable media in one location , providing one-click access .","Panther 's redesigned Finder navigation tool puts a user 's favourite folders , hard drive , network servers , iDisk and removable media in one location .",1,0.6075801324840765,0.5783132530120482
"But tropical storm warnings and watches were posted today for Haiti , western portions of the Dominican Republic , the southeastern Bahamas and the Turk and Caicos islands .","Tropical storm warnings were in place Thursday for Jamaica and Haiti and watches for the western Dominican Republic , the southeastern Bahamas and the Turks and Caicos islands .",1,0.754782505749412,0.6686046511627907
A federal magistrate in Fort Lauderdale ordered him held without bail .,"Zuccarini was ordered held without bail Wednesday by a federal judge in Fort Lauderdale , Fla .",1,0.5193879933129155,0.46296296296296297
A BMI of 25 or above is considered overweight ; 30 or above is considered obese .,"A BMI between 18.5 and 24.9 is considered normal , over 25 is considered overweight and 30 or greater is defined as obese .",0,0.5017958423011776,0.36607142857142855
"Six months ago , the IMF and Argentina struck a bare-minimum $ 6.8-billion debt rollover deal that expires in August .","But six months ago , the two sides managed to strike a $ 6.8-billion debt rollover deal , which expires in August .",1,0.44306021351389946,0.47019867549668876
"Inhibited children tend to be timid with new people , objects , and situations , while uninhibited children spontaneously approach them .","Simply put , shy invividuals tend to be more timid with new people and situations .",1,0.37368714235560296,0.32413793103448274
"I wanted to bring the most beautiful people into the most beautiful building , he said Sunday inside the Grand Central concourse .",""" I wanted to bring the most beautiful people into the most beautiful building , "" Tunick said Sunday .",1,0.7946712616050795,0.5826086956521739
"The broad Standard & Poor 's 500 < .SPX > fell 10.75 points , or 1.02 percent , to 1,039.32 .","The S & P 500 index was up 1.26 , or 0.1 percent , to 1,039.32 after sinking 10.75 yesterday .",0,0.39426432684458607,0.2624113475177305
"Duque will return to Earth Oct. 27 with the station 's current crew , U.S. astronaut Ed Lu and Russian cosmonaut Yuri Malenchenko .",Currently living onboard the space station are American astronaut Ed Lu and Russian cosmonaut Yuri Malenchenko .,0,0.39218117597125307,0.42138364779874216
"Singapore is already the United States ' 12th-largest trading partner , with two-way trade totaling more than $ 34 billion .","Although a small city-state , Singapore is the 12th-largest trading partner of the United States , with trade volume of $ 33.4 billion last year .",1,0.41117413715760553,0.4431137724550898
"The largest gains were seen in prices , new orders , inventories and exports .","Sub-indexes measuring prices , new orders , inventories and exports increased .",1,0.38087260847594373,0.4158415841584158
Trading in Loral was halted yesterday ; the shares closed on Monday at $ 3.01 .,"The New York Stock Exchange suspended trading yesterday in Loral , which closed at $ 3.01 Friday .",1,0.4049920770888037,0.3253968253968254
Earnings per share from recurring operations will be 13 cents to 14 cents .,That beat the company 's April earnings forecast of 8 to 9 cents a share .,0,0.2479900066867277,0.1826086956521739
"He plans to have dinner with troops at Kosovo 's U.S. military headquarters , Camp Bondsteel .","After that , he plans to have dinner at Camp Bondsteel with U.S. troops stationed there .",1,0.5922486215716684,0.45454545454545453
Retailers J.C. Penney Co . Inc . ( JCP ) and Walgreen Co . ( WAG ) kick things off on Monday .,Retailers J.C. Penney Co . Inc . JCP.N and Walgreen Co . WAG.N kick things off on Monday .,1,1.0,0.782608695652174
Prosecutors filed a motion informing Lee they intend to seek the death penalty .,He added that prosecutors will seek the death penalty .,1,0.32081781197329556,0.38461538461538464
"Last year the court upheld Cleveland 's school voucher program , ruling 5-4 that vouchers are constitutional if they provide parents a choice of religious and secular schools .","Last year , the court ruled 5-4 in an Ohio case that government vouchers are constitutional if they provide parents with choices among a range of religious and secular schools .",1,0.5050480533750723,0.5522388059701493
He beat testicular cancer that had spread to his lungs and brain .,"Armstrong , 31 , battled testicular cancer that spread to his brain .",0,0.47393934210295313,0.47674418604651164
"Sorkin , who faces charges of conspiracy to obstruct justice and lying to a grand jury , was to have been tried separately .",Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury .,1,0.7976523774477791,0.6864406779661016
"Graves reported from Albuquerque , Villafranca from Austin and Ratcliffe from Laredo .",Pete Slover reported from Laredo and Gromer Jeffers from Albuquerque .,0,0.5485248980229879,0.35
"The US chip market is expected to decline 2.1 percent this year , then grow 15.7 percent in 2004 .","The Americas market will decline 2.1 percent to $ 30.6 billion in 2003 , and then grow 15.7 percent to $ 35.4 billion in 2004 .",1,0.4833438318984145,0.421875
"The group will be headed by State Department official John S. Wolf , who has served in Australia , Vietnam , Greece and Pakistan .","The group will be headed by John S. Wolf , an assistant secretary of state who has served in Australia , Vietnam , Greece and Pakistan .",1,0.7548969126692829,0.7132867132867133
"The commission must work out the plan 's details , but the average residential customer paying $ 840 a year would get a savings of about $ 30 annually .",An average residential customer paying $ 840 a year for electricity could see a savings of $ 30 annually .,0,0.3253406939040534,0.4779874213836478
The company has said it plans to restate its earnings for 2000 through 2002 .,"The company had announced in January that it would have to restate earnings for 2002 , 2001 and perhaps 2000 .",1,0.3863099651131755,0.3488372093023256
Results from No. 2 U.S. soft drink maker PepsiCo Inc . PEP.N were likely to be in the spotlight .,Results from No. 2 U.S. soft drink maker PepsiCo Inc . ( nyse : PEP - news - people ) were likely to be in the spotlight .,1,0.8542408211833337,0.725
""" The result is an overall package that will provide significant economic growth for our employees over the next four years . """,""" The result is an overall package that will provide a significant economic growth for our employees over the next few years , "" he said .",1,0.8443111072931462,0.8244274809160306
"The songs are on offer for 99 cents each , or $ 9.99 for an album .",The company will offer songs for 99 cents and albums for $ 9.95 .,1,0.471275731996678,0.4166666666666667
"However , the talk was downplayed by PBL which said it would focus only on smaller purchases that were immediately earnings and cash flow accretive .","The talk , however , has been downplayed by PBL which said it would focus only on smaller purchases that were immediately earnings and cash flow-accretive .",1,0.8865178039130659,0.864516129032258
Comcast Class A shares were up 8 cents at $ 30.50 in morning trading on the Nasdaq Stock Market .,The stock rose 48 cents to $ 30 yesterday in Nasdaq Stock Market trading .,1,0.40772920540811797,0.325
The Washington Post said Airlite would shut down its first shift and parts of the second shift Monday to accommodate the president ’ s appearance .,"The plant plans to shut down its first shift and parts of the second shift Monday to accommodate the president 's appearance , Crosby said .",1,0.7907380535084716,0.6351351351351351
"A former teammate , Carlton Dotson , has been charged with the murder .","His body was found July 25 , and former teammate Carlton Dotson has been charged in his shooting death .",0,0.34058814656663505,0.40350877192982454
Several of the questions asked by the audience in the fast-paced forum were new to the candidates .,Several of the audience questions were new to the candidates as well .,1,0.669073675532535,0.6129032258064516
"Meanwhile , the global death toll approached 770 with more than 8,300 people sickened since the severe acute respiratory syndrome virus first appeared in southern China in November .","The global death toll from SARS was at least 767 , with more than 8,300 people sickened since the virus first appeared in southern China in November .",1,0.6517060813823504,0.5789473684210527
The battles marked day four of a U.S. sweep to hunt down supporters of Saddam Hussein 's fallen regime .,"Twenty-seven Iraqis were killed , pushing the number of opposition deaths to about 100 in a U.S. operation to hunt down supporters of Saddam Hussein 's fallen regime .",0,0.453389455719283,0.37158469945355194
"The women then had follow-up examinations after five , 12 and 24 years .","The women had follow-up examinations in 1974-75 , 1980-81 and 1992-93 , but were not asked about stress again .",0,0.2738663312572804,0.31297709923664124
The Embraer jets are scheduled to be delivered by September 2006 .,The Bombardier and Embraer aircraft will be delivered to U.S. Airways by September 2006 .,0,0.5070299872061635,0.39215686274509803
"Contrary to what PeopleSoft management would have you believe , Oracle intends to fully support PeopleSoft customers and products for many years to come . ""","Ellison said that contrary to the contentions of PeopleSoft management , Oracle intends to "" fully support PeopleSoft customers and products "" for many years to come .",1,0.705542150886325,0.6242424242424243
"Application Intelligence will be included as part of the company 's SmartDefense application , which is included with Firewall-1 .","The new application intelligence features will be available June 3 and are included with the SmartDefense product , which comes with FireWall-1 .",0,0.4880251612942148,0.5094339622641509
"American Masters : Arthur Miller , Elia Kazan and the Blacklist : None Without Sin ( Wed .","Note the subheading of this terrible parable in the "" American Masters "" series , "" Arthur Miller , Elia Kazan and the Blacklist : None Without Sin . """,0,0.6258774940059826,0.5460992907801419
"The downtime , to take place in May and June , is expected to cut production by 60 million to 70 million board feet .",The downtime is expected to take 60 million to 70 million board feet out of the companys system .,1,0.615823684966031,0.4634146341463415
"On July 3 , Troy is expected to be sentenced to life in prison without parole .",Troy faces life in prison without parole at his July 30 sentencing .,1,0.34231170209056655,0.46808510638297873
"The University of Michigan released a new undergraduate admission process Thursday , dropping a point system the U.S. Supreme Court found unconstitutional in June .",The University of Michigan released today a new admissions policy after the U.S. Supreme Court struck down in June the way it previously admitted undergraduates .,1,0.42896238394500197,0.4396135265700483
The processors were announced in San Jose at the Intel Developer Forum .,"The new processor was unveiled at the Intel Developer Forum 2003 in San Jose , Calif .",1,0.5593112055152317,0.47
"The Justice Department filed suit Thursday against the state of Mississippi for failing to end what federal officials call "" disturbing "" abuse of juveniles and "" unconscionable "" conditions at two state-run facilities .","The Justice Department filed a civil rights lawsuit Thursday against the state of Mississippi , alleging abuse of juvenile offenders at two state-run facilities .",0,0.5473994613501588,0.4931506849315068
It said the damage to the wing provided a pathway for hot gasses to penetrate the ship 's thermal armor during Columbia 's ill-fated reentry .,The document says the damage to the wing provided a pathway for hot gases to penetrate Columbia 's thermal armour during its fatal re-entry .,1,0.5927429089738194,0.6486486486486487
"Also demonstrating box-office strength _ and getting seven Tony nominations _ was a potent revival of Eugene O 'Neill 's family drama , "" Long Day 's Journey Into Night . ""","Also demonstrating box-office strength -- and getting seven Tony nominations -- was a potent revival of Eugene ONeills family drama , Long Days Journey Into Night . """,1,0.8416609559429351,0.8208092485549133
But Secretary of State Colin Powell brushed off this possibility Wednesday .,Secretary of State Colin Powell last week ruled out a non-aggression treaty .,1,0.2807049409202605,0.33636363636363636
"Thomas and Tauzin say , as do many doctors , that the Bush administration has the power to correct some of those flaws .","Like many doctors , Mr. Thomas and Mr. Tauzin say the Bush administration has the power to correct some of those flaws .",1,0.7186149334200743,0.8067226890756303
"Based on experience elsewhere , it could take up to two years before regular elections are held , he added .","U.S. military officials have said it could take up to two years before regular elections are held , based on experiences elsewhere in the world .",1,0.5908185090051252,0.6013513513513513
"The first biotechnology treatment for asthma , the constriction of the airways that affects millions around the world , received approval from the US Food and Drug Administration yesterday .","The first biotechnology treatment for asthma , the constriction of the airways that affects millions of Americans , received approval from the U.S. Food and Drug Administration on Friday .",1,0.8343338322959484,0.7580645161290323
"FBI agents arrested a former partner of Big Four accounting firm Ernst & Young ERNY.UL on criminal charges of obstructing federal investigations , U.S. officials said on Thursday .",A former partner of accountancy firm Ernst & Young was yesterday arrested by FBI agents in the US on charges of obstructing federal investigations .,1,0.5274546948073807,0.5526315789473685
Kelly will begin meetings with Russian Deputy Foreign Minister Alexander Losyukov in Washington on Monday .,Russian Deputy Foreign Minister Alexander Losyukov said in Moscow Tuesday a firm date would be fixed by this months end .,0,0.2645500995562678,0.3503184713375796
"The latest shooting linked to the spree was a November 11 shooting at Hamilton Central Elementary School in Obetz , about 3km from the freeway .","Another shooting linked to the spree occurred Nov. 11 at Hamilton Central Elementary in Obetz , about two miles from the freeway .",1,0.6640379672364866,0.5844155844155844
"The Dow Jones Industrial Average ended down 128 points , or 1.4 % , at 9073 , while the Nasdaq fell 34 points , or 2.1 % , to 1610 .","In early trading , the Dow Jones industrial average was up 3.90 , or 0.04 percent , at 9,113.75 , having gained 36.90 on Tuesday .",0,0.21637500995550984,0.23529411764705882
PDC will also almost certainly fan the flames of speculation about Longhorn 's release .,PDC will also almost certainly reignite speculation about release dates of Microsoft 's new products .,1,0.5038711573210971,0.464
Sales - a figure watched closely as a barometer of its health - rose 5 percent instead of falling as many industry experts had predicted .,It also disclosed that sales -- a figure closely watched by analysts as a barometer of its health -- were significantly higher than industry experts expected .,1,0.40927136398432434,0.4032258064516129
"NEC is pitching its wireless gear and management software to a variety of industries , including health care and hospitality .","NEC 's pitching its wireless gear and management software to a variety of industries , including healthcare and hospitality , a company spokesman said .",1,0.7114977811307576,0.7412587412587412
"Elena Slough , considered to be the nation 's oldest person and the third oldest person in the world , died early Sunday morning .","ELENA Slough , considered to be the oldest person in the US and the third oldest person in the world , has died .",1,0.8199931749591791,0.6052631578947368
""" We are declaring war on sexual harassment and sexual assault .",""" We have declared war on sexual assault and sexual harassment , "" Rosa said .",1,0.6327904583679947,0.5974025974025974
"The technology-laced Nasdaq Composite Index < .IXIC > added 1.92 points , or 0.12 percent , at 1,647.94 .","The technology-laced Nasdaq Composite Index .IXIC dipped 0.08 of a point to 1,646 .",0,0.32388167177803245,0.45161290322580644
"The dollar was at 117.85 yen against the Japanese currency , up 0.1 percent .","Against the Swiss franc the dollar was at 1.3289 francs , up 0.5 percent on the day .",0,0.5194231114947852,0.35514018691588783
"El Watan , an Algerian newspaper , reported that the kidnappers fiercely resisted the army assault this morning , firing Kalashnikov rifles .","El Watan , an Algerian newspaper , reported that the kidnappers put up fierce resistance during the army assault , firing Kalashnikov rifles .",1,0.657128049547372,0.75
"But Mitsubishi Tokyo Financial ( JP : 8306 : news , chart , profile ) declined 3,000 yen , or 0.65 percent , to 456,000 yen .","Sumitomo Mitsui Financial ( JP : 8316 : news , chart , profile ) was down 2.5 percent at 198,000 yen .",0,0.37969644573068817,0.4375
""" We 're just dealing with bragging rights here , who wins and who loses . """,""" Leaving aside attorney fees , we 're dealing with bragging rights of who wins and who loses , "" said Gammerman .",0,0.6096229434041924,0.4482758620689655
Shares of Hartford rose $ 2.88 to $ 46.50 in New York Stock Exchange composite trading .,"Shares of Hartford were up $ 2.28 , or 5.2 percent , to $ 45.90 in midday trading .",1,0.26351720153166824,0.265625
This Palm OS smart phone is the last product the company will release before it becomes a part of palmOne .,This was almost certainly its last full quarter before the company becomes a part of Palm .,0,0.40130865672525307,0.368
And they think the protein probably is involved in the spread of other forms of cancer .,They researchers say the research could be relevant to other forms of cancer .,0,0.340733448315578,0.23853211009174313
"Tokyo Electric Power Co . , Asia 's largest power company , won approval to restart the first of 17 nuclear reactors it shut down after it admitted falsifying inspection reports .","Tokyo Electric Power Co . , Asia 's largest power company , restarted the first of 17 nuclear reactors it shut down after admitting it falsified inspection reports .",1,0.7405385429961306,0.7941176470588235
"Tuition at four-year private colleges averaged $ 19,710 this year , up 6 percent from 2002 .","For the current academic year , tuition at public colleges averaged $ 4,694 , up almost $ 600 from the year before .",1,0.3528756741559215,0.3125
Security lights have also been installed and police have swept the grounds for booby traps .,Security lights have also been installed on a barn near the front gate .,0,0.3989413743499485,0.3684210526315789
"He said that with the U.S.-backed peace plan , or road map , “ in a coma , ” the attack could easily widen conflict through the region .","Mr Jouejati said that with the US-backed road map "" in a coma "" the attack could easily widen through the region .",1,0.745829952277126,0.5611510791366906
"A successful attack could be launched within any type of document that supports VBA , including Microsoft Word , Excel or PowerPoint .","But this could happen with any document format that supports VBA , including Word , Excel or PowerPoint .",1,0.4650217218787909,0.4934210526315789
"Officials at Brandeis said this was an "" extremely heartrending "" time for the campus .",""" This is an extremely heartrending time for the entire Brandeis University community .",1,0.4744932943426848,0.42342342342342343
""" If that ain 't a Democrat , I must be at the wrong meeting , "" he said .","And if that ain 't a Democrat , then I must be in the wrong meeting , "" he said to thunderous applause from his supporters .",0,0.5692502338519583,0.5
Fewer than a dozen FBI agents were dispatched to secure and analyze evidence .,Fewer than a dozen FBI agents will be sent to Iraq to secure and analyze evidence of the bombing .,1,0.5685996049048595,0.5523809523809524
Those who only had surgery lived an average of 46 months .,"For those who got surgery alone , median survival was 41 months .",1,0.22437465840763215,0.24468085106382978
Tonight a spokesman for Russia 's foreign ministry said the ministry may issue a statement on Thursday clarifying Russia 's position on cooperation with Iran 's nuclear-energy efforts .,Tonight a spokesman for the Russian Foreign Ministry said it might issue a statement on Thursday clarifying Russia 's position on aiding Iran 's nuclear-energy efforts .,1,0.7455889579977949,0.774390243902439
"A day earlier , a committee appointed by reformist President Mohammad Khatami called for an independent judicial inquiry into Kazemi 's death .","A day earlier , a committee appointed by President Mohammad Khatami had called for an independent inquiry into the 54-year-old photojournalist 's death .",1,0.6327904583679949,0.6287425149700598
"The suite comes complete with a word processor , spreadsheet , presentation software and other components , while continuing its tradition of utilizing an XML-based file format .","The suite includes a word processor , spreadsheet , presentation application ( analogous to PowerPoint ) , and other components -- all built around the XML file format .",1,0.3920043693988467,0.3783783783783784
"Downstream at Mount Vernon , the Skagit River was expected to crest at 36 feet -- 8 feet above flood stage -- tonight , Burke said .","The Skagit was expected to crest during the night at 38 feet at Mount Vernon , 10 feet above flood stage , the National Weather Service said .",1,0.6223384098054806,0.5286624203821656
"The blue-chip Dow Jones industrial average eased 44 points , or 0.47 percent , to 9,543 , after scoring five consecutive up sessions .","The Dow Jones industrial average .DJI rose 18.25 points , or 0.19 percent , to 9,586.71 .",0,0.32939321735220134,0.36538461538461536
"The Nasdaq composite index inched up 1.28 , or 0.1 percent , to 1,766.60 , following a weekly win of 3.7 percent .","The technology-laced Nasdaq Composite Index .IXIC was off 24.44 points , or 1.39 percent , at 1,739.87 .",0,0.23952269099655885,0.2546583850931677
Physicians who violate the ban would be subject to fines and up to two years in prison .,"Physicians who perform the procedure would face up to two years in prison , under the bill .",1,0.5032737950078471,0.3821138211382114
"Standard & Poor 's 500 stock index futures declined 4.40 points to 983.50 , while Nasdaq futures fell 6.5 points to 1,206.50 .","The Standard & Poor 's 500 Index was up 1.75 points , or 0.18 percent , to 977.68 .",0,0.24844640021645967,0.25517241379310346
"For example , Anhalt said , children typically treat a 20-ounce soda bottle as one serving , although it actually contains 2 ½ 8-ounce servings .","Anhalt said children typically treat a 20-ounce soda bottle as one serving , while it actually contains 2.5 .",1,0.7630444195797979,0.6870229007633588
The yield on the 3 percent note maturing in 2008 fell 22 basis points to 2.61 percent .,"The yield fell 2 basis points to 1.41 percent , after reaching 1.4 percent on May 8 , the lowest since March 12 .",0,0.5043749694851544,0.3384615384615385
"Kline 's opinion dealt specifically with abortion providers , but it also would apply to doctors providing other services , such as prenatal care , to a pregnant child under 16 .","Kline 's opinion dealt specifically with abortion providers , but later his office said it also would apply to doctors providing services such as prenatal care to pregnant girls under 16 .",1,0.7931660383870984,0.7336956521739131
"The United Nations ' International Atomic Energy Agency asked for information on the allegation after the dossier was published , but Britain did not provide any , U.N. officials said .","The International Atomic Energy Agency asked for information on the uranium assertions after London 's dossier was published , but Britain did not provide any , U.N. officials said .",1,0.8042195649475559,0.7611111111111111
"Sixteen days later , as superheated air from the shuttle 's reentry rushed into the damaged wing , "" there was no possibility for crew survival , "" the board said .","Sixteen days later , as superheated air from the shuttle ’ s re-entry rushed into the damaged wing , ‘ ‘ there was no possibility for crew survival , ’ ’ the board said .",1,0.910520197436798,0.8653846153846154
""" The free world and those who love freedom and peace must deal harshly with Hamas and the killers , "" he told reporters as he emerged from a church service .",""" It is clear that the free world , those who love freedom and peace , must deal harshly with Hamas and the killers , "" he said .",1,0.6688536704305644,0.538961038961039
"The pressure will intensify today , with national coverage of the final round planned by ESPN and words that are even more difficult .","The pressure may well rise today , with national coverage of the final round planned by ESPN , the cable sports network .",0,0.5261256306579626,0.46835443037974683
"Powell fired back : "" He 's accusing the president of a ludicrous act , "" he said .","If so , Powell said , he 's calling the president ludicrous , too .",1,0.43212291546778847,0.4020618556701031
"The memo on protecting sales of Windows and other desktop software mentioned Linux , a still small but emerging software competitor that is not owned by any specific company .","The memo specifically mentioned Linux , a still small but emerging software competitor that is not owned by any specific company .",1,0.7007562934429965,0.6730769230769231
"Also Tuesday , the United States also released more Iraqi prisoners of war , and officials announced that all would soon be let go .","Meanwhile in southern Iraq , the United States released more Iraqi prisoners of war , and officials announced that all would be let go soon .",1,0.6816999301343969,0.7304964539007093
"The resulting lists led toa CBS special , AFI 's 100 Years . . . 100 Heroes & Villains , hosted by Arnold Schwarzenegger .","A prime-time special on the list , "" AFI 's 100 Years . . . 100 Heroes & Villains "" aired Tuesday on CBS .",0,0.39607144497056046,0.3783783783783784
Police warned residents on Friday not to travel alone and to avoid convenience stores and service stations stores at night .,Police advised residents Friday not to travel alone to convenience stores and to be watchful .,0,0.6065912692751164,0.532258064516129
""" We had nothing to do with @ Stake 's internal personnel decision , "" Microsoft spokesman Sean Sundwell said .",""" Microsoft had absolutely nothing to do with AtStake 's internal personnel decision , "" Sundwall said .",1,0.562050033600177,0.6328125
"Prosecutors said there is no question Waagner was behind the letters , which were sent at the same time of the anthrax attacks .","Prosecutors said there is no question Waagner was behind the letters , which were sent at the same time that real anthrax attacks were killing people in 2001 .",1,0.7650596665910762,0.7304964539007093
"His plan would cost more than $ 200 billion annually , which Gephardt would pay for by repealing Bush 's tax cuts .",His plan would cost over $ 200 billion annually and be paid for by repealing Bush 's tax cuts .,1,0.6019868041282436,0.6048387096774194
There had been fears that the 35 year-old wouldn 't be able to conceive after suffering two ectopic pregnancies and cancer of the uterus .,There were fears that Heather would never have children after suffering two ectopic pregnancies and cancer of the uterus .,1,0.46966611242013784,0.543046357615894
"On Friday , the Food and Drug Administration approved the use of silicone breast implants with conditions .",The drug was approved for use Friday by the Food and Drug Administration .,0,0.5395183926330204,0.4336283185840708
"Prosecutors said Paracha , if convicted , could face at least 17 years in prison .",Paracha faces at least 17 years in prison if convicted .,1,0.6608048914803659,0.5783132530120482
"More than half of the songs were purchased as albums , Apple said .",Apple noted that half the songs were purchased as part of albums .,1,0.6029748160380574,0.569620253164557
"The ECB has cut interest rates six times over that period , from 4.75 percent in October 2000 to 2.5 percent .",The ECB has cut rates from 4.75 percent in October 2000 to 2.5 percent in that period .,0,0.806577767432797,0.711340206185567
""" This deal makes sense for both companies , "" Halla said in a prepared statement .","Brian Halla , CEO of NatSemi , claimed the deal made sense for both companies .",1,0.3189156497867721,0.3247863247863248
"Smugglers in a van chased down a pickup and SUV carrying other smugglers and illegal immigrants , said Pinal County Sheriff Roger Vanderpool .","People in a van opened fire on a pickup and SUV believed to be transporting illegal immigrants , said Pinal County Sheriff Roger Vanderpool .",1,0.4625727569322729,0.5182926829268293
"Tyco later said the loan had not been forgiven , and Swartz repaid it in full , with interest , according to his lawyer , Charles Stillman .","Tyco has said the loan was not forgiven , but that Swartz fully repaid it with interest , according to his lawyer , Charles Stillman .",1,0.6104826933660505,0.6986301369863014
"While Bolton apparently fell and was immobilized , Selenski used the mattress to scale a 10-foot , razor-wire fence , Fischi said .","After the other inmate fell , Selenski used the mattress to scale a 10-foot , razor-wire fence , Fischi said .",1,0.6161410340028202,0.5857142857142857
"The loonie , meanwhile , continued to slip in early trading Friday .","The loonie , meanwhile , was on the rise again early Thursday .",0,0.30569251614346,0.36363636363636365
"Ms. Haque , meanwhile , was on her turquoise cellphone with the smiley faces organizing the prom .","Fatima , meanwhile , was on her turquoise cell phone organizing the prom .",1,0.504507151759108,0.6161616161616161
"But he added that the New York-based actor and producer is "" a private person and doesn 't care to have his treatment out for public consumption . ""","But he added that De Niro is "" a private person and doesn 't care to have his treatment out for public consumption . """,1,0.707536592386424,0.7342657342657343
"While a month 's supply of aspirin can cost less than $ 10 , the equivalent amount of ticlopidine can run significantly more than $ 100 .","While a month 's supply of aspirin can cost under $ 10 , the equivalent amount of ticlopidine can run well over $ 100 .",1,0.6753492740012141,0.6793893129770993
She estimated it would take three months and would require cancellation of a sub-audit of the Department of Environmental Quality .,She said it would take an estimated three months to conduct and require the cancellation of a sub-audit of the Department of Environmental Quality .,1,0.8515879109223288,0.8283582089552238
Arison said Mann may have been one of the pioneers of the world music movement and he had a deep love of Brazilian music .,Arison said Mann was a pioneer of the world music movement -- well before the term was coined -- and he had a deep love of Brazilian music .,0,0.636123238130911,0.6
"The virus kills roughly 36,000 people in an average year , according to the U.S. Centers for Disease Control and Prevention .","Complications from flu kill roughly 36,000 Americans in an average year , according to the U.S. Centers for Disease Control and Prevention .",1,0.6693735378467569,0.6756756756756757
"In two new schemes , people posing as IRS representatives target families of armed forces members and e-mail users .",Two new schemes target families of those serving in the military and e-mail users .,1,0.46529153233701376,0.4076923076923077
